wrist_Gx,wrist_Gy,wrist_Gz,wrist_Ax,wrist_Ay,wrist_Az,biceps_Gx,biceps_Gy,biceps_Gz,biceps_Ax,biceps_Ay,biceps_Az,palm_Gx,palm_Gy,palm_Gz,palm_Ax,palm_Ay,palm_Az,thigh_Gx,thigh_Gy,thigh_Gz,thigh_Ax,thigh_Ay,thigh_Az,current,voltage,power,energy
-60,-39,89,-1445,6808,-4091,-66,-103,5,2406,7649,-1422,15,52,63,6898,-999,-3578,-75,-27,2,7188,-389,-3224,0.37634408473968506,2.0,0.7526881694793701,897991.0
18,-60,52,-1401,6927,-4009,-21,-183,28,2549,7672,-1064,-28,-48,32,6931,-917,-3620,74,20,-27,7651,1003,-1684,0.3176930546760559,2.0,0.6353861093521118,758020.0
14,10,8,-1396,6968,-3959,16,-118,30,2612,7710,-1131,-2,-103,15,7013,-938,-3499,37,15,-19,7631,1068,-1705,0.3176930546760559,2.0,0.6353861093521118,758044.0
10,76,-23,-1451,6932,-3958,35,21,38,2554,7819,-1098,46,-127,-6,7118,-932,-3380,18,11,-30,7638,1071,-1736,0.3176930546760559,2.0,0.6353861093521118,758044.0
12,131,-69,-1503,6983,-3981,34,134,13,2479,7790,-1117,82,-82,-21,7164,-907,-3341,13,-2,-30,7631,1041,-1746,0.32258063554763794,2.0,0.6451612710952759,769707.0
16,148,-103,-1543,6938,-3920,61,251,-59,2370,7636,-1065,101,-36,-20,7086,-830,-3319,11,-5,-28,7618,989,-1736,0.30791789293289185,2.0,0.6158357858657837,734720.0
12,143,-140,-1562,6890,-3805,98,320,-88,2333,7600,-1021,56,-29,-29,6996,-738,-3315,12,-13,-27,7646,949,-1696,0.3176930546760559,2.0,0.6353861093521118,758044.0
20,73,-162,-1526,6925,-3702,133,358,-54,2282,7664,-990,-6,-78,-69,7003,-750,-3291,27,-8,-35,7674,962,-1650,0.32746821641921997,2.0,0.6549364328384399,781369.0
35,27,-177,-1487,6921,-3753,120,308,-21,2169,7766,-996,-36,-106,-120,7082,-792,-3256,23,-4,-36,7709,1022,-1599,0.3128054738044739,2.0,0.6256109476089478,746382.0
34,-1,-204,-1508,7049,-3834,78,142,12,2086,7885,-1018,-36,-75,-149,7213,-866,-3234,5,11,-35,7701,1012,-1585,0.3176930546760559,2.0,0.6353861093521118,758044.0
19,-9,-229,-1527,7082,-3900,47,12,20,2108,7838,-1048,-25,-30,-162,7207,-898,-3284,10,12,-31,7683,963,-1577,0.32258063554763794,2.0,0.6451612710952759,769707.0
-2,-18,-265,-1512,6984,-3851,35,-103,9,2249,7779,-1039,-46,-1,-167,7105,-914,-3326,13,17,-31,7683,930,-1561,0.32258063554763794,2.0,0.6451612710952759,769707.0
